station_id,station_name,location,twd67_lat,twd67_lon,wgs84_api_lat,wgs84_api_lon,latitude_difference,longitude_difference,abs_lat_diff,abs_lon_diff,distance_km,temperature
C2M620,瑞里,嘉義縣梅山鄉,23.546903,120.667039,23.545133,120.675197,-0.0017700000000004934,0.008157999999994558,0.0017700000000004934,0.008157999999994558,0.8545730953373202,15.4
CAE560,國一S144K,苗栗縣銅鑼鄉,24.438818,120.770016,24.437042,120.778219,-0.0017759999999995557,0.008203000000008842,0.0017759999999995557,0.008203000000008842,0.8535729226378755,14.1
466950,彭佳嶼,基隆市中正區,25.629774,122.071474,25.627975,122.079744,-0.0017990000000018824,0.008270000000010214,0.0017990000000018824,0.008270000000010214,0.8528991888563763,15.6
CAD060,國一S098K,新竹縣寶山鄉,24.762369,120.982894,24.76056,120.9911,-0.0018089999999979511,0.008206000000001268,0.0018089999999979511,0.008206000000001268,0.8526400543678357,16.0
72N240,七股研究中心,臺南市七股區,23.083472,120.054792,23.081672,120.062894,-0.0017999999999993577,0.008101999999993836,0.0017999999999993577,0.008101999999993836,0.8526017740228321,18.6
C2A540,四堵,新北市坪林區,24.894394,121.737519,24.8926,121.745736,-0.0017939999999967426,0.008216999999987706,0.0017939999999967426,0.008216999999987706,0.8524684240617468,12.3
C2I090,鳳凰,南投縣鹿谷鄉,23.729722,120.779167,23.728081,120.787347,-0.0016409999999993374,0.008179999999995857,0.0016409999999993374,0.008179999999995857,0.8524374686456403,16.2
B2U990,宜蘭畜試,宜蘭縣五結鄉,24.670842,121.824362,24.669039,121.832561,-0.0018029999999988888,0.00819900000000473,0.0018029999999988888,0.00819900000000473,0.8523877621071091,14.9
CAUB30,國五S031K,宜蘭縣礁溪鄉,24.820942,121.774168,24.819144,121.782378,-0.0017979999999973018,0.008209999999991169,0.0017979999999973018,0.008209999999991169,0.8523645023150594,15.6
466940,基隆,基隆市仁愛區,25.135104,121.732242,25.133314,121.740475,-0.0017899999999997362,0.008233000000004154,0.0017899999999997362,0.008233000000004154,0.8523523554154604,17.1
CAB050,國三N002K,基隆市中山區,25.147619,121.713466,25.14583,121.7217,-0.0017889999999987083,0.008234000000001629,0.0017889999999987083,0.008234000000001629,0.8523416631206648,16.3
467080,宜蘭,宜蘭縣宜蘭市,24.765773,121.748322,24.763975,121.756528,-0.0017980000000008545,0.008206000000001268,0.0017980000000008545,0.008206000000001268,0.8523302143584894,16.4
CAUB50,國五S047K,宜蘭縣羅東鎮,24.677257,121.786384,24.675456,121.794583,-0.0018010000000003856,0.00819900000000473,0.0018010000000003856,0.00819900000000473,0.8522940587578007,14.3
CAB010,國一S001K,基隆市安樂區,25.11762,121.720369,25.11583,121.7286,-0.0017899999999997362,0.008230999999994992,0.0017899999999997362,0.008230999999994992,0.852271897538207,16.0
CAAD90,國五N013K,新北市坪林區,24.949395,121.697289,24.947603,121.705508,-0.0017919999999982394,0.008218999999996868,0.0017919999999982394,0.008218999999996868,0.8522531164767607,13.4
CAUB40,國五S041K,宜蘭縣壯圍鄉,24.736563,121.773719,24.734764,121.781922,-0.0017990000000018824,0.008202999999994631,0.0017990000000018824,0.008202999999994631,0.852251108492686,16.5
C2F930,大甲,臺中市大甲區,24.349917,120.632361,24.347667,120.640403,-0.0022500000000000853,0.008042000000003213,0.0022500000000000853,0.008042000000003213,0.8522407639249995,16.1
CAB020,國一S006K,基隆市七堵區,25.088729,121.678671,25.08694,121.6869,-0.001789000000002261,0.008229000000000042,0.001789000000002261,0.008229000000000042,0.8522404659674028,14.8
CAB030,國三S004K,基隆市七堵區,25.116228,121.680369,25.11444,121.6886,-0.001788000000001233,0.008230999999994992,0.001788000000001233,0.008230999999994992,0.8522291592794671,14.6
CAAD60,國五S005K,新北市石碇區,24.998202,121.643708,24.996414,121.651931,-0.0017879999999976803,0.00822300000000098,0.0017879999999976803,0.00822300000000098,0.8522216049946176,14.1
CAB040,國三S007K,基隆市七堵區,25.098727,121.65957,25.09694,121.6678,-0.001787000000000205,0.008229999999997517,0.001787000000000205,0.008229999999997517,0.8522206507844158,14.6
CAAD70,國五S006K,新北市石碇區,24.991753,121.64875,24.989964,121.656972,-0.0017889999999987083,0.008221999999989293,0.0017889999999987083,0.008221999999989293,0.8521918393423219,14.1
CAA010,國一N013K,新北市汐止區,25.068524,121.619925,25.066739,121.628153,-0.001785000000001702,0.008228000000002567,0.001785000000001702,0.008228000000002567,0.8521717964978737,15.0
CAA030,國三S010K,新北市汐止區,25.081787,121.639272,25.08,121.6475,-0.001787000000000205,0.008227999999988356,0.001787000000000205,0.008227999999988356,0.8521363487414011,14.6
CAA090,國三甲005K,臺北市文山區,25.003726,121.589277,25.00194,121.5975,-0.0017859999999991771,0.00822300000000098,0.0017859999999991771,0.00822300000000098,0.8521335139855098,14.9
C2UC10,出水溪,宜蘭縣大同鄉,24.617617,121.644058,24.615822,121.652253,-0.0017949999999977706,0.008195000000000618,0.0017949999999977706,0.008195000000000618,0.8521291525636295,11.7
CAA040,國三S016K,臺北市南港區,25.034846,121.607575,25.03306,121.6158,-0.0017860000000027298,0.00822499999999593,0.0017860000000027298,0.00822499999999593,0.8521252177997805,14.8
C2UC20,長嶺,宜蘭縣員山鄉,24.710732,121.603419,24.70894,121.61162,-0.0017920000000017922,0.00820099999999968,0.0017920000000017922,0.00820099999999968,0.8520395151629964,12.3
466910,鞍部,臺北市北投區,25.184365,121.521495,25.182586,121.529731,-0.0017789999999990869,0.00823599999999658,0.0017789999999990869,0.00823599999999658,0.8520356815101336,9.2
466930,陽明山,臺北市北投區,25.163858,121.536313,25.162078,121.544547,-0.0017800000000001148,0.008233999999987418,0.0017800000000001148,0.008233999999987418,0.8520013372025751,11.0
466920,臺北,臺北市中正區,25.039439,121.506628,25.037658,121.514853,-0.0017810000000011428,0.00822499999999593,0.0017810000000011428,0.00822499999999593,0.8519656222874659,16.0
G2AI50,台農院關渡站,臺北市北投區,25.117528,121.483769,25.11575,121.492,-0.0017780000000016116,0.008231000000009203,0.0017780000000016116,0.008231000000009203,0.8519618321421176,16.9
CAA020,國一S026K,新北市三重區,25.078169,121.488172,25.07639,121.4964,-0.0017789999999990869,0.008227999999988356,0.0017789999999990869,0.008227999999988356,0.8519531486679225,16.0
A0A010,臺灣大學,臺北市大安區,25.01606,121.531193,25.014278,121.539416,-0.001781999999998618,0.00822300000000098,0.001781999999998618,0.00822300000000098,0.8519490212212881,15.8
466881,新北,新北市新店區,24.96099,121.516977,24.959207,121.525196,-0.001782999999999646,0.008218999999996868,0.001782999999999646,0.008218999999996868,0.8519437739333181,15.4
C2O810,曾文,臺南市楠西區,23.221472,120.489222,23.219681,120.497328,-0.0017909999999972115,0.008105999999997948,0.0017909999999972115,0.008105999999997948,0.8519353106341266,18.2
466990,花蓮,花蓮縣花蓮市,23.976933,121.605126,23.975128,121.613275,-0.001804999999997392,0.00814900000000307,0.001804999999997392,0.00814900000000307,0.8519227706779725,17.5
CAAH60,大安森林,臺北市大安區,25.031331,121.528056,25.02955,121.53628,-0.0017810000000011428,0.008223999999998455,0.0017810000000011428,0.008223999999998455,0.8519208972816577,15.1
CAA050,國三S037K,新北市土城區,24.984141,121.462821,24.982361,121.471042,-0.0017800000000001148,0.008220999999991818,0.0017800000000001148,0.008220999999991818,0.8519106291981644,15.0
466900,淡水,新北市淡水區,25.166664,121.440672,25.164889,121.448906,-0.0017750000000020805,0.008233999999987418,0.0017750000000020805,0.008233999999987418,0.8518537871195706,15.3
C2TB30,吉安,花蓮縣吉安鄉,23.947182,121.539883,23.94538,121.54803,-0.0018020000000014136,0.008146999999993909,0.0018020000000014136,0.008146999999993909,0.8518324081735825,16.2
CAA060,國三S042K,新北市土城區,24.961778,121.422381,24.96,121.4306,-0.001777999999998059,0.008218999999996868,0.001777999999998059,0.008218999999996868,0.8518093859735943,15.6
CAC040,拉拉山,桃園市復興區,24.7011,121.418933,24.699317,121.427133,-0.001782999999999646,0.008200000000002206,0.001782999999999646,0.008200000000002206,0.8517700666734537,6.8
CAA070,國三N046K,新北市樹林區,24.952607,121.387582,24.95083,121.3958,-0.0017770000000005837,0.008217999999999392,0.0017770000000005837,0.008217999999999392,0.8517455527157674,15.6
C2TB80,庄子底,花蓮縣鳳林鎮,23.719744,121.486249,23.71794,121.49438,-0.0018039999999999168,0.008131000000005884,0.0018039999999999168,0.008131000000005884,0.8517138899012139,16.3
C2TB90,長橋,花蓮縣鳳林鎮,23.689203,121.453731,23.6874,121.46186,-0.0018029999999988888,0.008128999999996722,0.0018029999999988888,0.008128999999996722,0.8516780719486313,16.1
72AI40,桃改臺北,新北市樹林區,24.946279,121.378755,24.944503,121.386972,-0.0017759999999995557,0.008217000000001917,0.0017759999999995557,0.008217000000001917,0.8516630968020299,15.7
CAA080,國三S054K,新北市鶯歌區,24.940943,121.315683,24.93917,121.3239,-0.0017730000000000246,0.008216999999987706,0.0017730000000000246,0.008216999999987706,0.8516207074530915,15.3
CAC050,西濱S023K,桃園市蘆竹區,25.118258,121.26728,25.11649,121.27551,-0.0017680000000019902,0.008229999999997517,0.0017680000000019902,0.008229999999997517,0.8516016718793505,16.5
C2SD80,再來山,臺東縣長濱鄉,23.345518,121.433115,23.34371,121.44122,-0.0018079999999969232,0.008105000000000473,0.0018079999999969232,0.008105000000000473,0.8515304686810765,17.3
CAC020,國二E009K,桃園市桃園區,25.020014,121.265475,25.018244,121.273697,-0.0017700000000004934,0.008222000000003504,0.0017700000000004934,0.008222000000003504,0.8515156302545097,15.1
C2TA70,赤科坪,花蓮縣玉里鎮,23.400655,121.383571,23.39885,121.39168,-0.0018050000000009447,0.008108999999990374,0.0018050000000009447,0.008108999999990374,0.8515141048199427,12.0
CAC030,國三N063K,桃園市大溪區,24.891285,121.255387,24.889514,121.2636,-0.0017710000000015214,0.008212999999997805,0.0017710000000015214,0.008212999999997805,0.8515012781523278,14.1
467620,蘭嶼,臺東縣蘭嶼鄉,22.038737,121.55041,22.0369,121.55843,-0.001837000000001865,0.008020000000001914,0.001837000000001865,0.008020000000001914,0.8514901262124571,18.4
CAC060,西濱S032K,桃園市大園區,25.09373,121.184277,25.091966,121.192505,-0.001764000000001431,0.008228000000002567,0.001764000000001431,0.008228000000002567,0.851464853857864,-99.0
A0F010,武陵,臺中市和平區,24.354609,121.300112,24.352825,121.308286,-0.001784000000000674,0.008173999999996795,0.001784000000000674,0.008173999999996795,0.8514606149950364,10.3
A0Z080,合歡山,花蓮縣秀林鄉,24.144972,121.276071,24.143186,121.284231,-0.0017859999999991771,0.00816000000000372,0.0017859999999991771,0.00816000000000372,0.8514592358310136,-99.0
C2TB50,麻汝,花蓮縣玉里鎮,23.427345,121.38547,23.42554,121.39358,-0.001804999999997392,0.00811000000000206,0.001804999999997392,0.00811000000000206,0.8514510606935688,15.3
C2C410,中央大學,桃園市中壢區,24.969417,121.176946,24.967652,121.185165,-0.0017649999999989063,0.008218999999996868,0.0017649999999989063,0.008218999999996868,0.8514249542255388,15.0
C2TA90,加納納,花蓮縣瑞穗鄉,23.468223,121.351754,23.466421,121.359867,-0.0018019999999978609,0.008112999999994486,0.0018019999999978609,0.008112999999994486,0.8514210653622661,15.7
C2TB70,達谷寮,花蓮縣玉里鎮,23.381804,121.351573,23.38,121.35968,-0.0018039999999999168,0.008106999999995423,0.0018039999999999168,0.008106999999995423,0.8514039746704439,16.1
CAC760,國一高架N063K,桃園市平鎮區,24.952048,121.188097,24.950281,121.196314,-0.0017670000000009622,0.008217000000001917,0.0017670000000009622,0.008217000000001917,0.8513938135044022,14.9
CAD710,國三N077K,新竹縣關西鎮,24.799064,121.181827,24.797294,121.190033,-0.0017700000000004934,0.008206000000001268,0.0017700000000004934,0.008206000000001268,0.8513889767069487,14.6
467610,成功,臺東縣成功鎮,23.099296,121.36534,23.097486,121.373428,-0.001809999999998979,0.008088000000000761,0.001809999999998979,0.008088000000000761,0.8513772872547126,19.2
C2C590,觀音,桃園市觀音區,25.028835,121.145094,25.027072,121.153317,-0.0017630000000004031,0.00822300000000098,0.0017630000000004031,0.00822300000000098,0.8513761459761969,15.5
C2TA60,六十石,花蓮縣富里鄉,23.226575,121.310513,23.22477,121.31861,-0.0018050000000009447,0.00809700000000646,0.0018050000000009447,0.00809700000000646,0.8513760773878686,11.7
C2D720,關西工作站,新竹縣關西鎮,24.759045,121.176589,24.757275,121.184792,-0.0017700000000004934,0.008202999999994631,0.0017700000000004934,0.008202999999994631,0.8513541303459543,15.1
C2SD50,順那,臺東縣東河鄉,23.043467,121.285235,23.04166,121.29332,-0.001806999999999448,0.008084999999994125,0.001806999999999448,0.008084999999994125,0.8513338809035487,17.3
CAC770,國三N072K,桃園市龍潭區,24.838161,121.191163,24.836391,121.199371,-0.0017700000000004934,0.008207999999996218,0.0017700000000004934,0.008207999999996218,0.8513310661806611,13.6
C2H9K0,屯原,南投縣仁愛鄉,24.069754,121.201235,24.067969,121.209389,-0.0017849999999981492,0.008154000000004658,0.0017849999999981492,0.008154000000004658,0.8513140352721943,10.8
CAC010,國一S072K,桃園市楊梅區,24.897595,121.125987,24.89583,121.1342,-0.0017649999999989063,0.008213000000012016,0.0017649999999989063,0.008213000000012016,0.8513060146597647,14.4
C2H9Q0,北東眼山,南投縣仁愛鄉,24.122721,121.181145,24.120939,121.189303,-0.001781999999998618,0.008157999999994558,0.001781999999998618,0.008157999999994558,0.8512983094354977,10.4
CAD080,國三N085K,新竹縣關西鎮,24.785096,121.112895,24.78333,121.1211,-0.0017659999999999343,0.008205000000003793,0.0017659999999999343,0.008205000000003793,0.8512787833957225,15.0
C2H9M0,發祥,南投縣仁愛鄉,24.155875,121.156357,24.154094,121.164517,-0.0017810000000011428,0.00816000000000372,0.0017810000000011428,0.00816000000000372,0.8512610147002352,15.2
CAD020,國一N077K,新竹縣湖口鄉,24.886763,121.080688,24.885,121.0889,-0.0017629999999968504,0.00821200000000033,0.0017629999999968504,0.00821200000000033,0.851227323037546,14.8
C2TB60,南安,花蓮縣卓溪鄉,23.299981,121.253469,23.29818,121.26157,-0.0018010000000003856,0.008101000000010572,0.0018010000000003856,0.008101000000010572,0.8512255843840374,16.7
467050,新屋,桃園市新屋區,25.008484,121.039271,25.006725,121.047492,-0.001758999999999844,0.008221000000006029,0.001758999999999844,0.008221000000006029,0.8512113507838828,15.7
C2H9L0,馬烈霸,南投縣仁愛鄉,24.152982,121.193613,24.1512,121.201772,-0.0017820000000021707,0.008159000000006245,0.0017820000000021707,0.008159000000006245,0.851206450576779,11.1
C2H9N0,仁愛東眼,南投縣仁愛鄉,24.028656,121.112349,24.026875,121.1205,-0.0017810000000011428,0.008151000000012232,0.0017810000000011428,0.008151000000012232,0.8511718678724423,14.1
CAD030,國一S082K,新竹縣湖口鄉,24.878431,121.038489,24.87667,121.0467,-0.0017609999999983472,0.008211000000002855,0.0017609999999983472,0.008211000000002855,0.8511323283692649,14.3
CAD040,國一S088K,新竹縣竹北市,24.8462,121.013191,24.84444,121.0214,-0.001760000000000872,0.008208999999993694,0.001760000000000872,0.008208999999993694,0.851120498874426,15.4
C2FA00,烏石坑,臺中市和平區,24.275269,120.939447,24.273503,120.947617,-0.0017659999999999343,0.008169999999992683,0.0017659999999999343,0.008169999999992683,0.8511061926807141,15.6
CAD050,國一N094K,新竹市東區,24.799541,121.000695,24.79778,121.0089,-0.0017610000000019,0.008205000000003793,0.0017610000000019,0.008205000000003793,0.8510568264326112,16.3
C2H9P0,伊拿谷,南投縣仁愛鄉,23.964991,121.080118,23.963211,121.088264,-0.0017800000000001148,0.008145999999996434,0.0017800000000001148,0.008145999999996434,0.8510502114260694,16.8
C2SD70,二層坪,臺東縣鹿野鄉,22.942853,121.160303,22.94105,121.16838,-0.0018029999999988888,0.008077000000000112,0.0018029999999988888,0.008077000000000112,0.8510321592703435,16.9
C2S9B0,利吉,臺東縣卑南鄉,22.864264,121.146788,22.86246,121.15486,-0.0018039999999999168,0.008071999999998525,0.0018039999999999168,0.008071999999998525,0.851026409634953,17.2
C2E430,南庄,苗栗縣南庄鄉,24.603539,120.992023,24.601775,121.000214,-0.001764000000001431,0.008190999999996507,0.001764000000001431,0.008190999999996507,0.8510254576037863,14.7
CAD100,西濱N066K,新竹縣新豐鄉,24.897357,120.956688,24.8956,120.9649,-0.0017569999999977881,0.00821200000000033,0.0017569999999977881,0.00821200000000033,0.8510047371552093,16.2
C2G870,芳苑,彰化縣芳苑鄉,23.924,120.311861,23.922303,120.320025,-0.0016970000000000596,0.008164000000007832,0.0016970000000000596,0.008164000000007832,0.8509913311606272,17.5
C2D730,寶山農場,新竹縣寶山鄉,24.734205,120.967953,24.732444,120.976153,-0.0017609999999983472,0.008200000000002206,0.0017609999999983472,0.008200000000002206,0.850989539684319,16.0
CAF950,國一N158K,臺中市后里區,24.334121,120.708967,24.332372,120.717144,-0.0017490000000002226,0.008177000000003432,0.0017490000000002226,0.008177000000003432,0.8509885407645164,15.1
C2SD60,明峰,臺東縣卑南鄉,22.868903,121.110178,22.8671,121.11825,-0.0018029999999988888,0.008071999999998525,0.0018029999999988888,0.008071999999998525,0.8509727602320225,16.1
467660,臺東,臺東縣臺東市,22.754017,121.146522,22.752211,121.154586,-0.0018060000000019727,0.008063999999990301,0.0018060000000019727,0.008063999999990301,0.8509322844323527,19.3
E2HA20,畢祿溪站,南投縣仁愛鄉,24.22873,121.300362,24.226944,121.308522,-0.0017859999999991771,0.008159999999989509,0.0017859999999991771,0.008159999999989509,0.8509308027851545,8.7
B2Q810,恆春畜試,屏東縣恆春鎮,21.947348,120.794139,21.945583,120.802167,-0.001765000000002459,0.008027999999995927,0.001765000000002459,0.008027999999995927,0.8509259969851841,20.7
82S580,臺東茶改,臺東縣鹿野鄉,22.909476,121.12206,22.907694,121.130139,-0.0017820000000021707,0.008078999999995062,0.0017820000000021707,0.008078999999995062,0.8508824353198727,17.0
72V140,旗南農改,高雄市旗山區,22.859612,120.508583,22.857861,120.516667,-0.0017509999999987258,0.00808399999999665,0.0017509999999987258,0.00808399999999665,0.8508808740042878,18.6
C2H9R0,卓社,南投縣仁愛鄉,23.889672,120.991946,23.887894,121.000086,-0.0017780000000016116,0.008139999999997372,0.0017780000000016116,0.008139999999997372,0.8508748890413652,14.8
72HA00,埔里分場,南投縣魚池鄉,23.904982,120.955222,23.903208,120.963364,-0.0017740000000010525,0.008141999999992322,0.0017740000000010525,0.008141999999992322,0.8508741107880968,18.0
82H320,魚池茶改,南投縣魚池鄉,23.877382,120.905442,23.875611,120.913583,-0.0017710000000015214,0.008141000000009058,0.0017710000000015214,0.008141000000009058,0.8508697353017457,16.4
72S200,班鳩分場,臺東縣卑南鄉,22.831307,121.069619,22.829528,121.077694,-0.0017789999999990869,0.00807499999999095,0.0017789999999990869,0.00807499999999095,0.8508693667535349,16.9
C2E520,大湖,苗栗縣大湖鄉,24.4167,120.862694,24.414939,120.870872,-0.0017609999999983472,0.008178000000000907,0.0017609999999983472,0.008178000000000907,0.8508667267127439,13.8
72S590,賓朗果園,臺東縣卑南鄉,22.815668,121.063204,22.813889,121.071278,-0.0017789999999990869,0.008074000000007686,0.0017789999999990869,0.008074000000007686,0.8508621377577611,16.9
72Q010,高雄農改,屏東縣長治鄉,22.711084,120.517814,22.709333,120.525889,-0.0017509999999987258,0.008075000000005161,0.0017509999999987258,0.008075000000005161,0.8508606736519306,20.8
CAD110,西濱S082K,新竹市香山區,24.753481,120.896827,24.751724,120.905028,-0.0017570000000013408,0.00820099999999968,0.0017570000000013408,0.00820099999999968,0.8508606112047653,16.3
A0G720,彰師大,彰化縣彰化市,24.08314,120.548508,24.081389,120.556667,-0.0017509999999987258,0.008159000000006245,0.0017509999999987258,0.008159000000006245,0.8508504144499255,17.5
82H840,凍頂茶改,南投縣鹿谷鄉,23.76429,120.732364,23.762528,120.7405,-0.0017619999999993752,0.00813599999999326,0.0017619999999993752,0.00813599999999326,0.8508457090398653,15.1
CAJ010,國三N252K,雲林縣林內鄉,23.775877,120.632472,23.77412,120.64061,-0.0017570000000013408,0.00813799999998821,0.0017570000000013408,0.00813799999998821,0.8508441487164689,16.5
C2E420,竹南,苗栗縣竹南鎮,24.710737,120.880772,24.70898,120.88897,-0.0017570000000013408,0.008198000000007255,0.0017570000000013408,0.008198000000007255,0.8508426773507418,16.2
C2H9J0,中台,南投縣埔里鎮,24.001373,120.930591,23.9996,120.938739,-0.0017730000000000246,0.008147999999991384,0.0017730000000000246,0.008147999999991384,0.8508397206275097,18.1
72N100,臺南農改,臺南市新化區,23.062242,120.334096,23.0605,120.342194,-0.0017420000000001323,0.008098000000003935,0.0017420000000001323,0.008098000000003935,0.8508395849870479,18.1
C2H9W0,大坪頂農水,南投縣埔里鎮,24.044894,120.92463,24.043122,120.932781,-0.0017719999999989966,0.008151000000012232,0.0017719999999989966,0.008151000000012232,0.8508377756704406,17.1
CAH010,國三N223K,南投縣草屯鎮,23.956874,120.654227,23.955116,120.662376,-0.001757999999998816,0.00814899999998886,0.001757999999998816,0.00814899999998886,0.8508319500773036,16.1
C2S9A0,北份子寮,臺東縣卑南鄉,22.787412,121.070064,22.78561,121.07813,-0.0018020000000014136,0.008065999999999462,0.0018020000000014136,0.008065999999999462,0.8508300977530536,18.4
CAF050,國三N208K,臺中市霧峰區,24.067905,120.652763,24.066147,120.660919,-0.001757999999998816,0.008156000000013819,0.001757999999998816,0.008156000000013819,0.8508282236897471,17.1
G2P820,鳳山農試,高雄市鳳山區,22.648354,120.34801,22.646611,120.356083,-0.0017430000000011603,0.008072999999996,0.0017430000000011603,0.008072999999996,0.8508267554574543,19.3
72U480,蘭陽分場,宜蘭縣三星鄉,24.688121,121.708402,24.686306,121.716583,-0.0018150000000005662,0.008180999999993332,0.0018150000000005662,0.008180999999993332,0.8508243137457226,15.6
K2E710,大湖分場,苗栗縣大湖鄉,24.42463,120.863657,24.422861,120.871833,-0.0017689999999994654,0.008175999999991745,0.0017689999999994654,0.008175999999991745,0.8508242837483044,13.9
CAE060,國三N119K,苗栗縣竹南鎮,24.677199,120.839196,24.675432,120.847389,-0.0017670000000009622,0.008193000000005668,0.0017670000000009622,0.008193000000005668,0.85082405761407,16.5
B2N890,畜試所,臺南市新化區,23.060713,120.328308,23.058972,120.336406,-0.0017409999999991044,0.008097999999989725,0.0017409999999991044,0.008097999999989725,0.8508234399562201,17.8
C2F990,摩天嶺,臺中市和平區,24.324225,120.928649,24.322458,120.936819,-0.0017669999999974095,0.008170000000006894,0.0017669999999974095,0.008170000000006894,0.85082107295483,15.8
CAD010,國一S105K,新竹縣寶山鄉,24.728088,120.932448,24.726316,120.940643,-0.0017719999999989966,0.008195000000000618,0.0017719999999989966,0.008195000000000618,0.8508201968350987,16.3
CAF010,國一N174K,臺中市西屯區,24.206657,120.647035,24.2049,120.6552,-0.0017570000000013408,0.008164999999991096,0.0017570000000013408,0.008164999999991096,0.8508169909067892,15.8
72M360,義竹分場,嘉義縣義竹鄉,23.362432,120.271244,23.360694,120.279361,-0.0017379999999995732,0.008116999999998598,0.0017379999999995732,0.008116999999998598,0.8508164454285394,17.2
CAG050,國三N196K,彰化縣彰化市,24.108907,120.546322,24.107155,120.554482,-0.0017519999999997538,0.008159999999989509,0.0017519999999997538,0.008159999999989509,0.8508125259135296,16.6
82A750,文山茶改,新北市石碇區,24.957588,121.623022,24.955778,121.631222,-0.0018100000000025318,0.008199999999987995,0.0018100000000025318,0.008199999999987995,0.8508085942619111,12.3
C0FA30,梧棲,臺中市梧棲區,24.257753,120.515211,24.256003,120.523381,-0.0017500000000012506,0.008170000000006894,0.0017500000000012506,0.008170000000006894,0.8508085300708267,16.5
G2L020,嘉義農試,嘉義市東區,23.486776,120.465684,23.485028,120.473806,-0.0017479999999991946,0.008122000000000185,0.0017479999999991946,0.008122000000000185,0.8508080930106269,16.9
CAE020,國一S114K,苗栗縣頭份市,24.670593,120.877616,24.668836,120.885811,-0.0017570000000013408,0.008195000000000618,0.0017570000000013408,0.008195000000000618,0.8508072951524112,16.7
C2E980,和興,苗栗縣獅潭鄉,24.507081,120.914833,24.505319,120.923016,-0.0017619999999993752,0.008183000000002494,0.0017619999999993752,0.008183000000002494,0.8508066141945214,11.4
U2HA50,臺大竹山,南投縣竹山鎮,23.758731,120.67342,23.756972,120.681556,-0.001758999999999844,0.00813600000000747,0.001758999999999844,0.00813600000000747,0.8508033653007413,-99.0
CAF090,國四E5K,臺中市神岡區,24.298221,120.634964,24.296465,120.643135,-0.0017560000000003129,0.00817100000000437,0.0017560000000003129,0.00817100000000437,0.850803255309698,15.8
A0K420,麥寮,雲林縣麥寮鄉,23.800517,120.209572,23.798783,120.217717,-0.001733999999999014,0.008144999999998959,0.001733999999999014,0.008144999999998959,0.8508012328005229,17.8
CAF060,國三S168K,臺中市清水區,24.310274,120.606299,24.308519,120.614471,-0.001754999999999285,0.008171999999987634,0.001754999999999285,0.008171999999987634,0.8507998076830154,15.9
CAE090,國三S156K,苗栗縣苑裡鎮,24.399738,120.66131,24.39798,120.669487,-0.001757999999998816,0.008177000000003432,0.001757999999998816,0.008177000000003432,0.850799720313847,16.3
U2H480,臺大溪頭,南投縣鹿谷鄉,23.672071,120.790065,23.670306,120.798194,-0.0017649999999989063,0.008128999999996722,0.0017649999999989063,0.008128999999996722,0.8507988306276593,14.1
72M700,嘉義分場,嘉義縣鹿草鄉,23.418608,120.274941,23.416869,120.283061,-0.0017390000000006012,0.008120000000005234,0.0017390000000006012,0.008120000000005234,0.8507977018982487,17.3
CAG030,國一S207K,彰化縣大村鄉,23.990053,120.499939,23.988304,120.508092,-0.0017490000000002226,0.008153000000007182,0.0017490000000002226,0.008153000000007182,0.8507906043469171,17.0
